,target,SMS,target_num,SMS_clean,SMS_encoded,len_SMS
2478,ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,0,d like touch easy way barcelona way ru house,"[30, 14, 397, 215, 66, 5704, 66, 1445, 212]",9
2479,spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1,sppok ur mob halloween collection nokia logopic message plus free eerie tone txt card spook 8007,"[5705, 4, 312, 2242, 311, 104, 2243, 61, 325, 12, 1418, 96, 24, 438, 1441, 389]",16
2480,spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",1,urgent 09066612661 landline complementary 4 tenerife holiday å10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer,"[109, 2270, 211, 5706, 7, 1005, 167, 1363, 90, 288, 311, 385, 276, 222, 198, 94, 5707, 5708, 229, 175, 5709, 1099, 152]",23
2481,ham,K.:)do it at evening da:)urgent:),0,kdo evening daurgent,"[5710, 273, 5711]",3
2482,ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,0,pansy ve live jungle year drive worried,"[5712, 67, 129, 5713, 91, 184, 1132]",7
2483,ham,Mm have some kanji dont eat anything heavy ok,0,mm kanji eat heavy ok,"[743, 5714, 130, 1047, 10]",5
2484,ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,0,promise soon ll text morning let know ok,"[565, 112, 317, 20, 86, 72, 8, 10]",8
2485,ham,Lol that's different. I don't go trying to find every real life photo you ever took.,0,lol s different try find real life photo,"[95, 6, 748, 48, 71, 209, 83, 656]",8
2486,ham,I dont thnk its a wrong calling between us,0,thnk wrong calling,"[1069, 564, 2271]",3
2487,ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0,k ill drinkpa need srs model pls send mail d pa,"[98, 17, 5715, 23, 5716, 1182, 59, 13, 293, 30, 245]",11
2488,ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,0,aiyah e rain like big leh drizzle run home,"[1206, 78, 504, 14, 168, 274, 5717, 201, 26]",9
2489,ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,0,2 doc appointment week m tired shove stuff ugh normal body,"[3, 1052, 1270, 39, 2, 628, 2272, 154, 654, 803, 1133]",11
2490,ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0,dun b sad dun thk abt concentrate ur paper k,"[125, 108, 390, 125, 145, 302, 1636, 4, 603, 98]",10
2491,ham,"Greetings me, ! Consider yourself excused.",0,greeting   consider excuse,"[1743, 1100, 771]",3
2492,ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,0,drama plsi family struggle hot sun strange placeno reason ego invite actually necessity gowait reppurcussion,"[5718, 5719, 387, 5720, 353, 496, 3254, 5721, 441, 5722, 360, 251, 5723, 5724, 5725]",15
2493,ham,they released another Italian one today and it has a cosign option,0,release italian today cosign option,"[1744, 1391, 25, 5726, 2121]",5
2494,ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",0,mu try figure money gas alcohol jay try figure weed budget,"[539, 48, 584, 121, 613, 1890, 551, 48, 584, 741, 1248]",11
2495,spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,1,winner value network customer hvae select receive å900 reward collect 09061701444 valid 24 hour acl03530150pm,"[465, 449, 244, 116, 5727, 254, 158, 946, 715, 237, 5728, 341, 2273, 135, 3255]",15
2496,ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,0,hcl chennai require fresher voice processexcellent english neededsalary upto   ltgt mssuman   ltgt   telephonic interview indyarockscom,"[5729, 610, 2274, 5730, 745, 5731, 1324, 5732, 1703, 11, 5733, 11, 5734, 1278, 3256]",15
2497,ham,Dai what this da.. Can i send my resume to this id.,0,dai da send resume d,"[1137, 43, 13, 3257, 30]",5
2498,ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",0,know   ltgt   ill 5,"[8, 11, 17, 164]",4
2499,ham,Yup i've finished c Ì_ there...,0,yup ve finish c ì,"[172, 67, 105, 85, 45]",5
2500,ham,Remember to ask alex about his pizza,0,remember ask alex pizza,"[228, 42, 1024, 861]",4
2501,ham,No da..today also i forgot..,0,datoday forget,"[3258, 173]",2
2502,ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0,ola maybe today ve tell direct link car bid online arrange shipping cut u partnership u invest money shipping care restuwud b self reliant soon dnt worry,"[2884, 257, 25, 67, 21, 627, 671, 165, 834, 370, 968, 1849, 476, 1, 3031, 1, 2862, 121, 1849, 93, 5735, 108, 823, 5736, 112, 581, 219]",27
2503,ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0,fwiw reason m time smoke gas afford tell apparently happen somebody want light,"[5737, 441, 2, 18, 306, 613, 5738, 21, 1598, 144, 690, 15, 489]",13
2504,ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0,hello boytoy home constant thought love hope nice visit wait till come home kiss,"[146, 483, 26, 3021, 848, 19, 46, 120, 495, 50, 327, 5, 26, 218]",14
2505,ham,Congrats kano..whr s the treat maga?,0,congrats kanowhr s treat maga,"[1913, 5739, 6, 408, 2275]",5
2506,ham,Who u talking about?,0,u talk,"[1, 115]",2
2507,ham,Yup...,0,yup,[172],1
2508,ham,Ok...,0,ok,[10],1
2509,ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0,u wake wat u u pick later rite m sq825 reach ard 7 smth 8 like dat u check e arrival time c ya soon,"[1, 177, 58, 1, 1, 73, 40, 423, 2, 5740, 141, 372, 263, 470, 374, 14, 181, 1, 128, 78, 5741, 18, 85, 124, 112]",25
2510,ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,0,yunny m walk citylink ì fast come hungry,"[3259, 2, 259, 5742, 45, 386, 5, 537]",8
2511,ham,Er yep sure. Props?,0,er yep sure prop,"[1446, 744, 99, 5743]",4
2512,ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0,hiya   u pay money account thank pleasant surprise check balance u c statement 4 acc,"[842, 1, 147, 121, 176, 65, 5744, 660, 128, 1109, 1, 85, 428, 7, 1624]",15
2513,spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,1,u win nokia 6230 plus free digital camera u u win free auction send nokia 83383 pobox11414tcrw1 16,"[1, 33, 104, 5745, 325, 12, 930, 206, 1, 1, 33, 12, 462, 13, 104, 3260, 5746, 131]",18
2514,ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0,ok ill send   ltdecimalgt   ok,"[10, 17, 13, 350, 10]",5
2515,ham,Bognor it is! Should be splendid at this time of year.,0,bognor splendid time year,"[5747, 5748, 18, 91]",4
2516,ham,Yes.i'm in office da:),0,yesim office da,"[5749, 322, 43]",3
2517,ham,"Sorry, I'll call later",0,sorry ill later,"[31, 17, 40]",3
2518,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0,joys father john john joys father mandan,"[935, 666, 665, 665, 935, 666, 3066]",7
2519,ham,Ok. I only ask abt e movie. U wan ktv oso?,0,ok ask abt e movie u wan ktv oso,"[10, 42, 302, 78, 286, 1, 126, 5750, 351]",9
2520,ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0,misplace number send text old number wonder ve hear year good mcat number atlanta friend,"[5751, 62, 13, 20, 394, 62, 339, 67, 174, 91, 9, 3152, 62, 1699, 63]",15
2521,ham,"Sorry, I'll call later",0,sorry ill later,"[31, 17, 40]",3
2522,ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,0,dunno lei b eatin wif fren ì wan eat wait 4 ì lar,"[261, 357, 108, 964, 289, 708, 45, 126, 130, 50, 7, 45, 194]",13
2523,ham,"Sorry, I'll call later",0,sorry ill later,"[31, 17, 40]",3
2524,spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,free entry å250 weekly comp send word win 80086 18 tc wwwtxttowincouk,"[12, 298, 491, 335, 667, 13, 122, 33, 2534, 175, 342, 2535]",12
2525,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,slowly godi love amp need youclean heart bloodsend special people amp u c miracle tomorrow itplspls,"[711, 1705, 19, 80, 23, 1706, 169, 1707, 162, 137, 80, 1, 85, 929, 74, 1708]",16
2526,ham,Do u noe how 2 send files between 2 computers?,0,u noe 2 send file 2 computer,"[1, 398, 3, 13, 885, 3, 573]",7
2527,ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0,mmmmm   love wake word morning   miss love hope day happy wait,"[3261, 19, 177, 122, 86, 44, 19, 46, 16, 60, 50]",11
2528,ham,jay says he'll put in  &lt;#&gt;,0,jay hell   ltgt,"[551, 630, 11]",3
2529,ham,Can you just come in for a sec? There's somebody here I want you to see,0,come sec s somebody want,"[5, 1006, 6, 690, 15]",5
2530,ham,So the sun is anti sleep medicine.,0,sun anti sleep medicine,"[496, 2084, 84, 2276]",4
2531,ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0,s happen job begin registration permanent residency,"[6, 144, 163, 966, 5752, 5753, 5754]",7
2532,ham,Yup ok...,0,yup ok,"[172, 10]",2
2533,ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,0,glad   come 11 plenty time claire work,"[758, 5, 774, 1249, 18, 2135, 38]",7
2534,ham,Ok enjoy . R u there in home.,0,ok enjoy   r u home,"[10, 170, 32, 1, 26]",5
2535,ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0,pls pls send mail know relative come deliver know cost risk benefit thank,"[59, 59, 13, 293, 8, 3262, 5, 845, 8, 189, 3263, 3264, 65]",13
2536,ham,You do what all you like,0,like,[14],1
2537,ham,That's y we haf to combine n c how lor...,0,s y haf combine n c lor,"[6, 148, 349, 3084, 35, 85, 27]",7
2538,ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,0,monthly terrible pay till 6month finish school,"[2153, 2053, 147, 327, 5755, 105, 272]",7
2539,ham,Hmmm:)how many players selected?,0,hmmmhow player select,"[5756, 379, 254]",3
2540,ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",0,snow start 8 9 pm tonite predict inch accumulation,"[559, 101, 374, 235, 332, 915, 2424, 1087, 5757]",9
2541,ham,I dont. Can you send it to me. Plus how's mode.,0,send plus s mode,"[13, 325, 6, 846]",4
2542,ham,Aiyo please Ì_ got time meh.,0,aiyo ì time meh,"[1161, 45, 18, 820]",4
2543,ham,Package all your programs well,0,package program,"[1702, 3265]",2
2544,ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",0,sister belong 2 family d hope tomorrow pray 4 herwho fate 4 d shoranur train incident let hold hand amp fuel love amp concern prior 2 grief amp pain pls join dis chain amp pass stop violence woman,"[439, 3266, 3, 387, 30, 46, 74, 729, 7, 5758, 5759, 7, 30, 5760, 599, 2277, 72, 334, 330, 80, 5761, 19, 80, 2615, 5762, 3, 5763, 80, 300, 59, 223, 267, 2100, 80, 475, 28, 2278, 896]",38
2545,ham,So are you guys asking that i get that slippers again or its gone with last year,0,guy ask slipper year,"[113, 42, 1843, 91]",4
2546,ham,Company is very good.environment is terrific and food is really nice:),0,company goodenvironment terrific food nice,"[435, 3267, 3268, 348, 120]",5
2547,spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1,text82228 ringtone logo game wwwtxt82228com question infotxt82228couk,"[5764, 256, 1309, 232, 5765, 230, 5766]",7
2548,ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0,honestly ve lovely cup tea promptly drop key burn finger,"[5767, 67, 532, 856, 1084, 5768, 340, 991, 1086, 907]",10
2549,ham,Yup but not studying surfing lor. I'm in e lazy mode today.,0,yup study surf lor m e lazy mode today,"[172, 413, 2240, 27, 2, 78, 787, 846, 25]",9
2550,ham,Please sen :)my kind advice :-)please come here and try:-),0,sen kind advice come try,"[2126, 494, 1447, 5, 48]",5
2551,ham,I'm done. C Ì_ there.,0,m c ì,"[2, 85, 45]",3
2552,ham,"Oh fine, I'll be by tonight",0,oh fine ill tonight,"[53, 155, 17, 114]",4
2553,ham,ÌÏ give me some time to walk there.,0,ìï time walk,"[134, 18, 259]",3
2554,ham,I'll reach in ard 20 mins ok...,0,ill reach ard 20 min ok,"[17, 141, 372, 1029, 77, 10]",6
2555,spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,freemsg award free mini digital camera reply snap collect prize quizclub opt stop 80122300pwk sprwm ph08704050406,"[614, 107, 12, 1850, 930, 206, 29, 5769, 237, 69, 5770, 560, 28, 5771, 5772, 5773]",16
2556,ham,Fuck babe ... What happened to you ? How come you never came back?,0,fuck babe   happen   come come,"[242, 81, 144, 5, 5]",5
2557,spam,This message is brought to you by GMW Ltd. and is not connected to the,1,message bring gmw ltd connect,"[61, 178, 5774, 510, 1421]",5
2558,ham,"Some friends want me to drive em someplace, probably take a while",0,friend want drive em someplace probably,"[63, 15, 184, 755, 5775, 240]",6
2559,ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,0,thk fast xy suggest u dun wan ok 2 rain leh gd,"[145, 386, 829, 1831, 1, 125, 126, 10, 3, 504, 274, 499]",12
2560,ham,Are you still getting the goods.,0,good,[9],1
2561,ham,And maybe some pressies,0,maybe pressie,"[257, 5776]",2
2562,ham,"Yeah I am, so I'll leave maybe 7ish?",0,yeah ill leave maybe 7ish,"[76, 17, 54, 257, 2570]",5
2563,ham,K..k..i'm also fine:)when will you complete the course?,0,kkim finewhen complete course,"[2081, 2860, 632, 545]",4
2564,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0,sea lay rock rock envelope envelope paper paper 3 word,"[529, 879, 552, 552, 1170, 1170, 603, 603, 94, 122]",10
2565,ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,0,tell dr appt week think m die tell check worried listen,"[21, 3269, 1603, 39, 22, 2, 416, 21, 128, 1132, 443]",11
2566,ham,You in your room? I need a few,0,room need,"[192, 23]",2
2567,ham,I dont want to hear anything,0,want hear,"[15, 174]",2
2568,ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,0,hey leave friday wait ask superior tell,"[55, 54, 508, 50, 42, 3270, 21]",7
2569,ham,Ultimately tor motive tui achieve korli.,0,ultimately tor motive tui achieve korli,"[5777, 5778, 5779, 5780, 5781, 5782]",6
2570,ham,From 5 to 2 only my work timing.,0,5 2 work timing,"[164, 3, 38, 1263]",4
2571,ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,0,û donût worry weûll finish march û ish,"[561, 1096, 219, 5783, 105, 576, 561, 1125]",8
2572,ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0,house water dock boat roll newscaster dabble jazz flute wheel,"[212, 751, 3271, 2196, 5784, 5785, 5786, 1327, 5787, 5788]",10
2573,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,congrat 2 mobile 3 g videophone r 09063458130 videochat wid ur mate play java games dload polyph music noline rentl bx420 ip4 5we 150p,"[502, 3, 34, 94, 216, 1370, 32, 2048, 1371, 382, 4, 277, 153, 1372, 1630, 1373, 2049, 352, 1374, 1375, 1745, 1434, 1435, 355]",24
2574,spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1,amazing xxx picsfree1 video send enjoy vid 2day text keyword picsfree1 video,"[1250, 227, 3272, 249, 13, 170, 5789, 894, 20, 5790, 3272, 249]",12
2575,ham,Now thats going to ruin your thesis!,0,s ruin thesis,"[6, 1746, 2800]",3
2576,ham,In sch but neva mind u eat 1st lor..,0,sch neva mind u eat 1st lor,"[367, 445, 188, 1, 130, 200, 27]",7
2577,ham,Hey whats up? U sleeping all morning?,0,hey s u sleep morning,"[55, 6, 1, 84, 86]",5
2578,ham,Erm. I thought the contract ran out the4th of october.,0,erm think contract run the4th october,"[2279, 22, 1199, 201, 5791, 5792]",6
2579,ham,I dunno until when... Lets go learn pilates...,0,dunno let learn pilate,"[261, 72, 863, 1136]",4
2580,spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,1,u subscribe good mobile content service uk å3 day send stop 83435 helpline 08706091795,"[1, 1594, 9, 34, 433, 88, 472, 1595, 16, 13, 28, 5793, 2675, 2676]",14
2581,ham,Yup i'm elaborating on the safety aspects and some other issues..,0,yup m elaborate safety aspect issue,"[172, 2, 3273, 5794, 5795, 941]",6
2582,spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",1,3 free tarot text find love life try 3 free text chance 85555 16 3 free msgs å150,"[94, 12, 5796, 20, 71, 19, 83, 48, 94, 12, 20, 183, 5797, 131, 94, 12, 575, 290]",18
2583,ham,"Goodmorning, today i am late for 1hr.",0,goodmorning today late 1hr,"[633, 25, 68, 2863]",4
2584,ham,Hi happy birthday. Hi hi hi hi hi hi hi,0,hi happy birthday hi hi hi hi hi hi hi,"[41, 60, 210, 41, 41, 41, 41, 41, 41, 41]",10
2585,ham,I will be outside office take all from there,0,outside office,"[526, 322]",2
2586,ham,If you don't respond imma assume you're still asleep and imma start calling n shit,0,respond imma assume asleep imma start n shit,"[904, 1021, 1346, 1200, 1021, 101, 35, 217]",8
2587,ham,"Aight, see you in a bit",0,aight bit,"[239, 156]",2
2588,ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),0,superior telling friday leave department oursso leave youany way wahee fathima hr conform,"[3270, 5798, 508, 54, 3274, 5799, 54, 5800, 66, 5801, 2172, 1448, 3275]",13
2589,spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1,join uks horniest dog service u sex 2nite sign follow instruction txt entry 69888 nytec2a3lpmsg150p,"[223, 727, 5802, 430, 88, 1, 604, 849, 733, 538, 2280, 24, 298, 2429, 5803]",15
2590,ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,0,lol member aunt flow visit 6 month cause develop ovarian cyst bc way shrink,"[95, 754, 1632, 1820, 495, 226, 171, 377, 1957, 5804, 5805, 3276, 66, 5806]",14
2591,ham,Still work going on:)it is very small house.,0,work onit small house,"[38, 5807, 640, 212]",4
2592,ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0,friend s order gram s   ltgt  ,"[63, 6, 318, 1473, 6, 11]",6
2593,ham,Tmr timin still da same wat cos i got lesson until 6...,0,tmr timin da wat cos lesson 6,"[284, 5808, 43, 58, 89, 299, 226]",7
2594,ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",0,thatûs thing ape u fight death minute u let s,"[1963, 51, 5809, 1, 593, 2281, 140, 1, 72, 6]",10
2595,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,1,sunshine quiz wkly q win sony dvd player u know country liverpool play mid week txt ansr 82277 å150 sptyrone,"[784, 540, 535, 1104, 33, 785, 878, 379, 1, 8, 965, 2029, 153, 838, 39, 24, 1494, 1275, 290, 1495]",20
2596,ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,0,m able   late notice   ill home week   plan,"[2, 307, 68, 1004, 17, 26, 39, 123]",8
2597,ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",0,fujitsu ibm hp toshiba lot model,"[3104, 5810, 5811, 3277, 133, 1182]",6
2598,ham,Okie... Thanx...,0,okie thanx,"[400, 260]",2
2599,ham,"Gosh that , what a pain. Spose I better come then.",0,gosh   pain spose come,"[5812, 300, 5813, 5]",4
2600,ham,"As usual..iam fine, happy &amp; doing well..:)",0,usualiam fine happy amp,"[2282, 155, 60, 80]",4
2601,ham,Okie,0,okie,[400],1
2602,ham,So when you gonna get rimac access ,0,rimac access,"[5814, 808]",2
2603,ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",0,m arestaurant eat squid 1030 wanna dosomethe late,"[2, 5815, 130, 5816, 2283, 197, 5817, 68]",8
2604,ham,You call times job today ok umma and ask them to speed up,0,time job today ok umma ask speed,"[18, 163, 25, 10, 962, 42, 1392]",7
2605,ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",0,hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabook 4 hrs nite2 today wrk,"[146, 5818, 313, 1, 105, 5819, 434, 1352, 897, 1, 915, 23, 333, 5820, 7, 1251, 5821, 25, 2190]",19
2606,ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,0,r u sam p eachother meet 2 house,"[32, 1, 1283, 767, 5822, 56, 3, 212]",8
2607,ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,0,yeah lol luckily star role like,"[76, 95, 5823, 1112, 1073, 14]",6
2608,ham,Hello madam how are you ?,0,hello madam,"[146, 3278]",2
2609,ham,"Awesome, text me when you're restocked",0,awesome text restock,"[415, 20, 2626]",3
2610,ham,"As usual..iam fine, happy &amp; doing well..:)",0,usualiam fine happy amp,"[2282, 155, 60, 80]",4
2611,spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,1,knock knock txt 80082 enter r weekly draw 4 å250 gift voucher 4 store yr choice tcs wwwtklscom age16 stoptxtstopå150week,"[2227, 2227, 24, 2241, 316, 32, 335, 166, 7, 491, 287, 204, 7, 653, 541, 1210, 276, 5824, 1323, 5825]",20
2612,ham,Yes. It's all innocent fun. O:-),0,yes innocent fun o,"[75, 3279, 243, 405]",4
2613,ham,Thanks for sending this mental ability question..,0,thank send mental ability question,"[65, 13, 3280, 2588, 230]",5
2614,ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0,sir hope day smoothly hope bother bill settle month extra cash know challenging time let know,"[224, 46, 16, 5826, 46, 876, 516, 882, 171, 655, 90, 8, 5827, 18, 72, 8]",16
2615,ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,0,2marrow d   ltgt   2 aha,"[3281, 30, 11, 3, 902]",5
2616,ham,I went to ur hon lab but no one is there.,0,ur hon lab,"[4, 2284, 1571]",3
2617,ham,I cant pick the phone right now. Pls send a message,0,pick phone right pls send message,"[73, 36, 70, 59, 13, 61]",6
2618,ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0,hey pple700 900 5 nightsexcellent location wif breakfast hamper,"[55, 5828, 3282, 164, 5829, 960, 289, 5830, 5831]",9
2619,spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1,forward 21870000hi   mailbox message sms alert 40 match 09056242159 retrieve message match cc100pmin,"[644, 3183, 3184, 61, 361, 1344, 822, 395, 3185, 3186, 61, 395, 5832]",13
2620,ham,How come?,0,come,[5],1
2621,ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,0,lol nah bad thank good b home reality check s ur day u website,"[95, 712, 191, 65, 9, 108, 26, 2285, 128, 6, 4, 16, 1, 1287]",14
2622,ham,Ok lor...,0,ok lor,"[10, 27]",2
2623,ham,I'm coming home 4 dinner.,0,m come home 4 dinner,"[2, 5, 26, 7, 220]",5
2624,ham,S da..al r above  &lt;#&gt;,0,s daal r   ltgt,"[6, 5833, 32, 11]",4
2625,spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",1,free ring tone text polys 87131 week new tone 0870737910216yrs å150wk,"[12, 406, 96, 20, 1038, 1538, 39, 37, 96, 5834, 5835]",11
2626,ham,Unni thank you dear for the recharge..Rakhesh,0,unni thank dear rechargerakhesh,"[5836, 65, 57, 5837]",4
2627,ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,0,know m lack particular dramastorm detail m worried,"[8, 2, 5838, 5839, 5840, 296, 2, 1132]",8
2628,ham,Haha... They cant what... At the most tmr forfeit... haha so how?,0,haha tmr forfeit haha,"[149, 284, 5841, 149]",4
2629,ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",0,hey glad u r hear u treat urself digi cam good r 9 pm fab new year c u coupla wks,"[55, 758, 1, 32, 174, 1, 408, 811, 5842, 1522, 9, 32, 235, 332, 3283, 37, 91, 85, 1, 5843, 2286]",21
2630,ham,No way I'm going back there!,0,way m,"[66, 2]",2
2631,spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",1,urgent mobile 077xxx win å2000 bonus caller prize 020603 2nd attempt reach 09066362206 asap box97n7qp 150ppm,"[109, 34, 5844, 33, 258, 376, 425, 69, 1669, 265, 338, 141, 5845, 763, 2204, 229]",16
2632,ham,I WILL CAL YOU SIR. In meeting,0,cal sir meet,"[1115, 224, 56]",3
2633,ham,"That's what I love to hear :V see you sundayish, then",0,s love hear v sundayish,"[6, 19, 174, 132, 5846]",5
2634,ham,"Sorry da thangam, very very sorry i am held up with prasad.",0,sorry da thangam sorry hold prasad,"[31, 43, 2254, 31, 334, 5847]",6
